#x_outof_circle[deg],y_outof_circle[deg]
-6.554854e-01,-1.076283e+00
-2.399433e-01,-1.385900e+00
-3.732816e-01,-1.394135e+00
-4.322219e-01,-1.052746e+00
-4.420450e-01,-1.103217e+00
-4.424403e-01,-1.037782e+00
-4.446666e-01,-1.128519e+00
-2.959020e-01,-1.195627e+00
-5.004642e-01,-9.822591e-01
-6.714493e-01,-1.125675e+00
-4.508793e-01,-1.128540e+00
-4.720007e-01,-1.356633e+00
1.181540e+00,-7.911591e-01
4.144867e-01,-1.095342e+00
4.335644e-01,-1.163265e+00
4.434981e-01,-1.227473e+00
-1.893469e+00,-5.954634e-01
1.164281e+00,-7.868429e-01
1.213876e+00,-8.375632e-01
-1.747312e+00,-8.027287e-01
-1.629950e+00,-1.002135e+00
-7.293009e-01,1.741844e+00
-4.355803e-01,1.802871e+00
-6.222074e-01,1.682310e+00
-5.047788e-01,1.718608e+00
-4.264717e-01,1.743239e+00
-1.292406e+00,-1.478210e+00
-4.884202e-01,1.638618e+00
-5.075533e-01,1.731591e+00
-8.293886e-01,1.759523e+00
-5.556437e-01,1.555341e+00
-5.301000e-01,1.616728e+00
-3.685397e-01,1.577289e+00
-1.572741e+00,-1.179205e+00
-6.426010e-01,1.527901e+00
-5.495072e-01,1.535406e+00
-7.230961e-01,1.787395e+00
-1.795265e+00,4.856954e-01
-1.767841e+00,4.918941e-01
-4.715058e-01,1.559322e+00
-4.385077e-01,1.494317e+00
-1.910255e+00,4.736393e-01
-3.253128e-01,-1.947492e+00
-4.221917e-01,1.773743e+00
-2.748000e-01,1.791828e+00
-2.393644e-01,1.737364e+00
-2.739429e-01,1.651137e+00
-8.051832e-01,1.827351e+00
-3.051877e-01,1.583775e+00
-3.731199e-01,1.841391e+00
-4.106717e-01,1.754601e+00
-4.215632e-01,1.771221e+00
-7.076987e-01,1.677308e+00
-4.957922e-01,1.632672e+00
-7.487219e-01,1.668735e+00
-2.653474e-01,1.743833e+00
-1.767592e+00,5.386995e-01
-2.554542e-01,-1.938428e+00
-3.552043e-01,1.720489e+00
-5.492967e-01,1.890249e+00
-1.714219e+00,-9.872117e-01
-6.520563e-01,1.549052e+00
-5.512315e-01,1.541593e+00
-3.722026e-01,1.765146e+00
-2.816311e-01,1.800393e+00
-5.188637e-01,1.827979e+00
-1.795063e+00,4.831431e-01
-2.716774e-01,1.465946e+00
-1.847430e+00,6.034226e-01
-2.816628e-01,1.561819e+00
-2.559322e-01,1.767473e+00
-4.899730e-01,1.809807e+00
-5.035322e-01,1.689521e+00
-2.938430e-01,1.857373e+00
-2.482359e-01,1.753567e+00
-2.240472e-01,1.708262e+00
-2.799513e-01,1.649707e+00
-1.800548e+00,5.243135e-01
-4.303340e-01,1.940418e+00
-3.929686e-01,1.762908e+00
-1.743443e+00,5.009774e-01
-1.911333e+00,5.321224e-01
-3.249648e-01,-1.813499e+00
-1.883943e+00,6.064349e-01
-2.502951e-01,-1.982199e+00
1.965174e+00,-3.511232e-01
-3.670556e-01,1.830695e+00
-7.201539e-01,1.672253e+00
-5.774175e-01,1.489063e+00
-3.437956e-01,-1.960959e+00
-5.117936e-01,1.702047e+00
-6.909726e-01,1.658711e+00
-5.947465e-01,1.690290e+00
-3.610334e-01,1.937055e+00
-4.062294e-01,1.730508e+00
1.935808e+00,-4.394085e-01
-6.133410e-01,1.829091e+00
-5.829118e-01,1.754252e+00
-1.881081e+00,5.503150e-01
-4.768483e-01,1.885621e+00
-5.419077e-01,1.581212e+00
-3.775761e-01,1.461741e+00
-3.782658e-01,1.863097e+00
-5.494490e-01,1.776068e+00
-7.666627e-01,1.758050e+00
-4.428684e-01,1.443954e+00
-6.932433e-01,1.603984e+00
-5.898741e-01,1.699718e+00
-4.215139e-01,1.948563e+00
-5.825292e-01,1.902699e+00
-5.845534e-01,1.832181e+00
-4.206171e-01,1.586243e+00
-4.812176e-01,1.810758e+00
-3.819348e-01,1.574435e+00
-3.203740e-01,1.914509e+00
-1.581172e-01,-1.197211e+00
3.612713e-03,-1.169717e+00
7.691724e-02,-1.093569e+00
-4.282107e-02,-1.332473e+00
4.789487e-01,-1.044766e+00
-1.579576e+00,-1.192141e+00
-3.310974e-01,-1.944689e+00
-3.185453e-01,-1.000561e+00
-2.172276e-01,-9.997588e-01
-1.324010e-02,-1.138167e+00
-1.676965e+00,-8.477042e-01
-1.400172e+00,-1.422827e+00
-1.632421e+00,-1.148441e+00
-5.131936e-01,1.646766e+00
-7.269676e-01,1.603009e+00
-1.756446e+00,-8.009857e-01
-1.639714e+00,-9.173215e-01
-1.495497e+00,-1.223741e+00
-1.297598e-01,-1.089697e+00
-1.512910e+00,-1.196490e+00
-3.720244e-02,-1.099657e+00
-1.460328e+00,-1.328277e+00
-1.751191e+00,-7.338162e-01
-1.853862e+00,-6.853939e-01
-1.523438e+00,-1.203133e+00
-1.876566e-02,-1.102467e+00
-5.291658e-01,-1.247373e+00
-4.336287e-01,-1.169151e+00
-6.511623e-04,-1.165356e+00
-4.732302e-01,-1.111966e+00
-6.198797e-01,-1.138521e+00
-4.888137e-01,-1.024307e+00
-1.637319e-01,-1.001812e+00
-7.058312e-02,-1.129420e+00
7.349304e-02,-1.142842e+00
-4.273152e-01,-1.054666e+00
-5.946625e-01,-1.075683e+00
-5.508724e-02,-1.038318e+00
-4.478504e-01,-1.176648e+00
9.618545e-03,-1.154465e+00
1.216069e-01,-1.227312e+00
-6.770598e-01,-1.104209e+00
-5.617280e-01,-1.285243e+00
-4.512523e-01,-1.136851e+00
-1.899566e-01,-1.024830e+00
-1.164060e-01,-1.161800e+00
-2.036613e-01,-1.195963e+00
1.028786e-01,-1.149442e+00
-5.648650e-01,-1.210060e+00
-2.296124e-01,-1.161166e+00
-3.707585e-01,-1.109228e+00
-1.894402e-01,-1.271568e+00
-2.252042e-01,-1.361663e+00
-8.633314e-02,-1.228182e+00
-3.445049e-01,-1.101141e+00
-4.710014e-01,-1.282875e+00
-1.358531e-01,-1.048733e+00
-2.448329e-01,-9.996545e-01
-5.585578e-01,-1.130198e+00
-6.043186e-01,-1.196991e+00
-1.566461e+00,-1.073648e+00
-5.745259e-01,-1.278596e+00
-4.136190e-01,-1.374481e+00
-2.298544e-01,-1.230899e+00
-2.109008e-01,-1.143216e+00
-5.391386e-01,-1.045280e+00
-3.862116e-01,-1.164511e+00
-4.245774e-01,-1.298276e+00
-5.048171e-01,-1.310700e+00
-5.550917e-01,-9.855831e-01
-5.488370e-01,-1.127031e+00
-4.869724e-01,-1.036901e+00
-3.369373e-01,-1.258309e+00
-2.880894e-01,-1.326934e+00
-6.082521e-03,-1.132273e+00
-4.979086e-01,-1.226929e+00
-3.894883e-01,-1.294408e+00
-5.216028e-01,-1.068343e+00
-4.873846e-01,-1.193596e+00
-4.448172e-01,-1.208211e+00
-4.754581e-01,-1.264318e+00
-3.048275e-01,-1.296551e+00
-3.162190e-01,-1.001452e+00
6.521235e-02,-1.057382e+00
-8.793611e-03,-1.197200e+00
-1.511844e-01,-1.188559e+00
-1.321402e-01,-1.272659e+00
-5.388057e-01,-1.174810e+00
-1.947929e+00,-1.543327e-01
-4.839394e-01,-1.186221e+00
-5.783602e-01,-1.021402e+00
-6.348361e-01,-1.117917e+00
-3.233009e-01,-1.162755e+00
-5.736659e-01,-1.185867e+00
-3.543556e-01,-1.306234e+00
-5.426491e-01,-1.312398e+00
-4.548597e-01,-1.130033e+00
1.038452e+00,-1.556264e+00
1.073750e+00,-1.484764e+00
1.009609e+00,-1.432439e+00
-1.844689e+00,-6.556907e-01
-1.648549e+00,-1.023716e+00
-1.765428e+00,-7.675165e-01
-1.602143e+00,-1.138489e+00
-1.632435e+00,-9.049920e-01
-1.664902e+00,-8.531847e-01
-1.781996e+00,-6.783223e-01
-1.377835e+00,-1.327065e+00
-1.442173e+00,-1.313494e+00
-2.773380e-01,-1.360604e+00
-3.835695e-01,-1.343235e+00
-4.724958e-01,-1.234898e+00
-1.582822e+00,-1.021095e+00
-1.588204e+00,-1.057180e+00
-1.904971e+00,-5.752861e-02
1.401235e+00,-7.226506e-01
1.364531e+00,-1.057407e+00
1.529941e+00,-1.015504e+00
1.607732e+00,-1.086494e+00
-1.934027e+00,-5.132703e-03
1.574059e+00,-1.034263e+00
1.473452e+00,-1.067009e+00
-3.695959e-01,-1.024398e+00
-4.625709e-01,-1.180422e+00
1.582282e+00,-8.162954e-01
1.542668e+00,-9.042429e-01
-3.984528e-01,-1.380074e+00
1.315290e+00,-8.110932e-01
1.488191e+00,-7.918974e-01
1.476422e+00,-7.110289e-01
1.407015e+00,-9.087730e-01
1.391975e+00,-1.157761e+00
1.432542e+00,-1.166466e+00
-5.008891e-01,-1.395453e+00
1.441857e+00,-8.053263e-01
1.323901e+00,-9.444597e-01
1.589970e+00,-7.838459e-01
1.287116e+00,-7.823278e-01
1.486994e+00,-7.395115e-01
1.331812e+00,-7.942417e-01
1.413483e+00,-1.138352e+00
1.441044e+00,-1.158406e+00
1.363590e+00,-8.978406e-01
7.251957e-01,-1.449255e+00
1.013107e+00,-1.645257e+00
1.388606e+00,-7.192337e-01
1.253213e+00,-8.706177e-01
1.472220e+00,-1.335703e+00
-1.623684e+00,-9.167963e-01
-1.783628e+00,-8.516903e-01
1.486308e+00,-8.505631e-01
1.481164e+00,-1.147678e+00
-1.453713e+00,-1.304074e+00
-1.527816e+00,-1.165626e+00
1.393134e+00,-8.211587e-01
1.703531e+00,-1.043442e+00
1.474423e+00,-1.319619e+00
1.372500e+00,-9.384575e-01
1.465942e+00,-1.021001e+00
1.523843e+00,-1.202421e+00
-1.787110e+00,-7.156130e-01
-1.421478e+00,-1.285686e+00
1.232583e+00,-7.869437e-01
1.275041e+00,-8.398871e-01
1.616596e+00,-1.095968e+00
1.566526e+00,-1.017573e+00
1.481121e+00,-1.252153e+00
1.326075e+00,-8.270703e-01
1.296556e+00,-9.633171e-01
1.564346e+00,-9.378835e-01
1.518661e+00,-1.125707e+00
1.289199e+00,-7.927125e-01
1.412104e+00,-9.319853e-01
1.432310e+00,-1.078606e+00
1.421224e+00,-7.882026e-01
1.443484e+00,-9.457743e-01
1.331775e+00,-9.507891e-01
-1.624603e+00,-9.671950e-01
-3.646895e-01,-1.289409e+00
1.302343e+00,-7.337461e-01
1.425222e+00,-8.430487e-01
1.265052e+00,-8.091624e-01
1.567787e+00,-1.011023e+00
1.409397e+00,-9.014049e-01
8.159151e-01,-1.458397e+00
8.501231e-01,-1.526641e+00
7.546723e-01,-1.452431e+00
9.919068e-01,-1.431971e+00
1.284096e+00,-8.218389e-01
1.526750e+00,-7.835182e-01
9.455574e-01,-1.610056e+00
-1.543549e+00,7.926732e-01
9.757758e-01,-1.403740e+00
1.635181e+00,-9.514811e-01
-1.967044e+00,-8.850411e-02
1.339361e+00,-7.289933e-01
1.320538e+00,-9.813638e-01
1.414490e+00,-1.185622e+00
-1.942258e+00,-2.137557e-02
-1.770423e+00,-3.546855e-01
1.153617e+00,-8.815802e-01
-2.572426e-01,-1.296139e+00
-3.223882e-01,-1.359850e+00
1.312031e+00,-1.006085e+00
1.581454e+00,-1.210520e+00
1.519380e+00,-9.426102e-01
1.482579e+00,-1.174553e+00
-1.538439e+00,8.047307e-01
-1.537018e+00,8.073432e-01
-1.528509e+00,6.227156e-01
7.583925e-01,-1.470743e+00
-1.662130e+00,8.691633e-01
-8.510274e-01,-1.456034e+00
-7.941571e-01,-1.443392e+00
-1.953920e+00,-3.934706e-01
4.242907e-01,-1.007016e+00
1.515086e+00,-7.148906e-01
1.468118e+00,-1.053179e+00
1.550947e+00,-1.009745e+00
-1.591989e+00,6.741541e-01
-1.547696e+00,8.790700e-01
1.199113e-01,1.442221e+00
1.574337e+00,-1.044553e+00
1.792518e-01,-1.114960e+00
1.930509e-01,-1.132127e+00
1.588171e-01,-1.123848e+00
3.669873e-01,-1.426614e+00
3.829945e-01,-1.419869e+00
8.233273e-01,-1.538512e+00
8.454442e-01,-1.486700e+00
1.009703e+00,-1.600657e+00
8.296997e-01,-1.442960e+00
1.071017e+00,1.470476e+00
-1.698325e+00,8.127117e-01
3.554835e-01,-1.812146e+00
9.661788e-01,-9.092292e-01
1.716022e-01,-1.777265e+00
5.179557e-01,-1.803002e+00
3.880165e-01,-1.093316e+00
3.347561e-01,-1.249918e+00
2.559310e-01,-1.975258e+00
7.473537e-01,1.736560e+00
-1.472494e+00,6.746033e-01
1.726559e-01,-1.766062e+00
1.851270e-01,-1.745091e+00
2.705028e-01,-1.937962e+00
-1.654890e+00,8.718896e-01
-1.758943e+00,8.434074e-01
-1.551441e+00,6.758515e-01
-1.545262e+00,7.134665e-01
1.591817e+00,-1.010780e+00
1.616863e+00,-1.145439e+00
3.531175e-01,-1.929558e+00
9.367918e-01,1.744820e+00
8.889510e-01,1.774721e+00
1.096063e+00,-8.747496e-01
3.044696e-01,-1.888419e+00
7.355544e-01,1.747570e+00
1.008357e+00,-1.605600e+00
9.263778e-01,-8.825033e-01
1.084944e+00,-8.461355e-01
3.653582e-01,-1.774797e+00
2.748180e-01,-1.099504e+00
5.347469e-01,-1.202116e+00
3.696444e-01,-1.752733e+00
2.094365e-01,-1.942735e+00
4.352060e-01,-1.826850e+00
-1.835458e+00,7.267473e-01
-1.690783e+00,4.851931e-01
1.004788e-01,-1.719701e+00
3.571002e-01,-1.723137e+00
-1.415469e+00,-8.253036e-01
1.560587e+00,-7.754140e-01
1.403064e+00,-1.038186e+00
1.511913e+00,-1.144800e+00
1.112103e+00,-8.649871e-01
9.624029e-01,-9.196817e-01
4.423837e-01,-1.698896e+00
1.434736e+00,-9.889126e-01
1.413058e+00,-1.040895e+00
1.718308e-01,-1.814462e+00
1.266976e+00,-8.262194e-01
1.415552e+00,-1.094628e+00
1.533806e+00,-1.062072e+00
1.400788e+00,-1.186214e+00
1.280820e+00,-7.718539e-01
1.486878e+00,-7.328618e-01
1.416723e+00,-9.217451e-01
1.573859e+00,-9.939253e-01
1.450439e+00,-1.183805e+00
1.433713e+00,-1.187734e+00
-1.812395e+00,7.917653e-01
-1.701745e+00,7.334556e-01
4.853591e-01,-1.901587e+00
6.473210e-01,1.837316e+00
9.539444e-01,1.611213e+00
7.930509e-01,1.564619e+00
1.555963e+00,-8.335288e-01
1.467581e+00,-1.223963e+00
-1.704889e+00,7.787402e-01
3.351753e-01,-1.816267e+00
7.490366e-01,1.634863e+00
4.351487e-01,-9.708273e-01
1.206804e-01,-1.051925e+00
2.446243e-01,-1.128673e+00
2.006957e-01,-1.152656e+00
4.246254e-01,-1.249235e+00
4.271800e-01,-1.314652e+00
5.216153e-01,-1.826343e+00
1.562799e-01,-1.011383e+00
2.504499e-01,-1.269709e+00
4.913262e-01,-1.201225e+00
2.731022e-01,-1.216494e+00
9.200252e-01,1.661706e+00
2.220885e-01,-1.958886e+00
6.613093e-01,1.764820e+00
-1.198232e+00,-9.425842e-01
-1.335923e+00,-1.000250e+00
-1.183144e+00,-9.764262e-01
9.532286e-01,1.736182e+00
8.290766e-01,1.644926e+00
1.080585e+00,-8.337457e-01
1.050523e+00,-9.763714e-01
2.101416e-01,-1.808501e+00
2.540030e-01,-1.901460e+00
9.522984e-01,-9.283989e-01
6.591888e-01,1.838976e+00
9.581573e-01,1.693722e+00
9.466478e-01,1.589791e+00
5.284109e-01,-1.891918e+00
1.066534e+00,1.584727e+00
8.203710e-01,1.564193e+00
1.176771e+00,-8.671031e-01
8.542312e-01,1.658416e+00
1.124632e+00,-8.051603e-01
2.128271e-01,-1.793558e+00
1.746266e-01,-1.881473e+00
8.768950e-01,1.707251e+00
1.064726e+00,1.602071e+00
8.496741e-01,1.681330e+00
8.520591e-01,1.625417e+00
8.619269e-01,1.566648e+00
-1.880524e+00,-1.231291e-01
-1.909472e+00,-2.011806e-01
4.199355e-01,-1.704154e+00
9.436089e-01,1.694266e+00
7.488433e-01,1.624380e+00
7.347798e-01,1.620328e+00
6.573796e-01,1.796127e+00
9.741762e-01,1.577124e+00
6.024243e-01,1.882916e+00
8.991982e-01,1.690963e+00
-1.314514e+00,1.272463e+00
2.033987e-01,-1.873306e+00
8.938891e-01,1.550650e+00
-1.114386e+00,1.514396e+00
5.110609e-01,-1.867934e+00
9.987370e-01,1.564344e+00
1.101131e+00,1.577111e+00
8.161491e-01,1.544333e+00
-1.330380e+00,1.420734e+00
-1.754238e+00,-4.626819e-01
-1.630993e+00,-7.683028e-01
-1.568223e+00,-7.615413e-01
-1.334021e+00,-7.384656e-01
-1.540825e+00,-8.361100e-01
-1.424725e+00,1.400378e+00
-1.305027e+00,1.386011e+00
-1.784931e+00,-6.247739e-01
-1.161243e+00,1.388968e+00
-1.218399e+00,1.415005e+00
-1.885583e+00,-4.792706e-01
-1.725294e+00,-6.589887e-01
-1.704335e+00,-5.540938e-01
-1.468147e+00,-7.844429e-01
-1.415413e+00,-8.462068e-01
-1.446482e+00,-9.131248e-01
-1.249895e+00,1.375979e+00
-1.591114e+00,-6.198923e-01
-1.483154e+00,-6.213853e-01
-1.615886e+00,-7.017933e-01
-1.341538e+00,-1.065075e+00
-1.193752e+00,-1.079290e+00
-1.210636e+00,-1.087808e+00
8.101854e-01,1.782029e+00
-1.188728e+00,1.342736e+00
-4.965902e-01,1.220276e+00
-7.170460e-01,1.080987e+00
-4.837045e-01,1.165983e+00
-1.242328e+00,1.434874e+00
-5.109762e-01,1.241129e+00
-1.004210e+00,1.402577e+00
-1.239726e+00,1.477088e+00
-5.521490e-01,1.259947e+00
-5.737870e-01,1.145523e+00
-6.881550e-01,1.434747e+00
-8.432486e-01,1.278177e+00
-1.180379e+00,1.559637e+00
7.567630e-01,1.827014e+00
-1.412988e+00,1.372980e+00
-1.325089e+00,1.356300e+00
-1.391518e+00,1.383722e+00
1.120958e+00,1.499463e+00
1.217774e+00,1.429460e+00
-1.356819e+00,1.399889e+00
-1.380981e+00,1.393681e+00
8.492442e-01,-1.471128e+00
9.535046e-01,-1.753047e+00
1.169614e+00,-8.283634e-01
-1.614686e+00,1.046189e+00
-1.299543e+00,1.133224e+00
-1.626245e+00,1.143604e+00
-9.390851e-01,1.279907e+00
-5.684731e-01,1.255004e+00
-6.199879e-01,1.033027e+00
9.398335e-01,-1.664976e+00
9.190809e-01,-1.507865e+00
1.169434e+00,-1.582145e+00
7.177096e-01,1.268153e+00
-9.681778e-01,-1.300818e+00
-1.196274e+00,1.307619e+00
-7.715471e-01,-1.496195e+00
-9.221367e-01,-1.373779e+00
-5.842318e-01,-1.557951e+00
-6.775855e-01,-1.619978e+00
-1.475916e+00,-8.441054e-01
-1.234786e+00,-9.533386e-01
-1.649443e+00,8.043376e-01
-1.610146e+00,7.248692e-01
9.993060e-02,-1.119276e+00
-1.668462e+00,7.640022e-01
-1.664008e+00,5.102404e-01
-4.908561e-01,1.028119e+00
-9.217660e-01,-1.243094e+00
-9.843610e-01,-1.230795e+00
-7.504053e-01,1.281877e+00
-7.244076e-01,1.212907e+00
-6.257667e-01,1.042380e+00
-5.455467e-01,9.657699e-01
-8.268241e-01,-1.216124e+00
-1.587461e+00,6.786757e-01
-1.826843e+00,-5.186182e-01
-1.725971e+00,-7.117655e-01
-1.593936e+00,-5.395679e-01
-1.511324e+00,-8.078423e-01
-1.688712e+00,-7.494009e-01
-1.281631e+00,-9.298742e-01
-1.222644e+00,-1.033181e+00
-1.267019e+00,-1.064465e+00
-1.138812e+00,-1.042058e+00
-1.181222e+00,1.613257e+00
-1.085761e+00,1.384647e+00
-1.302575e+00,1.300054e+00
-7.978443e-01,-1.273063e+00
-9.356717e-01,-1.312775e+00
-1.348214e+00,-7.166337e-01
-1.296411e+00,-7.889601e-01
-1.357617e+00,-8.224245e-01
-9.842949e-01,-1.561527e+00
-1.331054e+00,-1.097841e+00
-1.392974e+00,-1.047171e+00
-1.036213e+00,-1.624738e+00
-9.151195e-01,-1.286989e+00
-5.500617e-01,-1.404767e+00
-6.452558e-01,-1.503257e+00
-5.160229e-01,-1.567134e+00
9.572937e-01,1.610973e+00
-1.178179e+00,1.428672e+00
1.140686e+00,1.480093e+00
1.056235e+00,1.325373e+00
8.129169e-01,1.499956e+00
1.077669e+00,1.476295e+00
1.219990e+00,1.226668e+00
-1.929774e+00,-2.244131e-01
-1.896035e+00,4.419786e-02
-1.881067e+00,-3.780782e-01
7.690680e-01,1.685796e+00
-1.833584e+00,-2.405186e-01
1.185737e+00,1.092296e+00
9.670656e-01,1.459923e+00
8.673111e-01,1.453981e+00
1.190842e+00,1.253984e+00
1.302877e+00,1.319768e+00
9.910618e-01,1.186793e+00
1.347972e+00,1.029991e+00
1.479464e+00,1.025316e+00
7.623861e-01,1.669839e+00
9.639490e-01,1.596332e+00
-1.410411e+00,1.375522e+00
-1.132440e+00,1.395007e+00
1.048066e+00,1.534265e+00
1.061054e+00,1.375831e+00
1.181899e+00,1.353987e+00
1.139575e+00,1.003188e+00
-1.944245e+00,-3.582045e-01
-7.088640e-01,-1.497616e+00
-6.783489e-01,-1.411617e+00
-4.953582e-01,-1.685128e+00
-4.609550e-01,-1.893397e+00
-1.673573e+00,-8.338940e-01
-1.541132e+00,-1.218157e+00
-1.866384e+00,-3.712883e-01
-1.663612e+00,9.143898e-01
8.472882e-01,1.407875e+00
1.107041e+00,1.451029e+00
1.194410e+00,1.406085e+00
9.174798e-01,1.323826e+00
1.264450e+00,1.307942e+00
1.064864e+00,1.136722e+00
1.115264e+00,1.566977e+00
8.653007e-01,1.487785e+00
9.152903e-01,1.479725e+00
1.256344e+00,1.355693e+00
1.389201e+00,1.178684e+00
1.222137e+00,1.154452e+00
1.124458e+00,-1.513723e+00
1.002945e+00,-1.427272e+00
8.762280e-01,1.798843e+00
-1.818939e+00,-3.305889e-01
-1.758055e+00,9.017562e-01
1.083137e+00,-1.487670e+00
-1.169989e+00,1.605482e+00
-1.345070e+00,1.398545e+00
9.449028e-01,-1.515729e+00
8.621329e-01,-1.448135e+00
9.375350e-01,-1.619625e+00
1.082008e+00,-1.629680e+00
8.821104e-01,-1.602884e+00
1.015424e+00,-1.502717e+00
1.080889e+00,-1.433905e+00
9.354098e-01,-1.666793e+00
1.049860e+00,-1.700815e+00
1.357106e+00,1.017046e+00
9.194560e-01,-1.512064e+00
8.733894e-01,-9.806825e-01
1.114122e+00,-8.520058e-01
9.536189e-01,-8.935099e-01
1.222621e+00,-9.950790e-01
-1.265813e+00,1.105305e+00
5.375684e-01,1.624213e+00
-1.122746e+00,1.495629e+00
-1.447884e+00,1.153210e+00
-1.472183e+00,1.297609e+00
-1.625329e+00,9.046853e-01
-6.884088e-01,9.345234e-01
-1.973002e+00,-2.592493e-01
-1.928331e+00,-2.524301e-01
1.091499e+00,-1.434857e+00
9.325585e-01,-1.489262e+00
1.124447e+00,-1.539475e+00
1.145446e+00,-8.628151e-01
1.093553e+00,-9.053664e-01
-1.947229e+00,-3.354115e-01
1.007649e+00,-1.108123e+00
-6.637216e-01,-1.323064e+00
-5.658128e-01,-1.359152e+00
-7.401504e-01,-1.386248e+00
-5.513940e-01,-1.393083e+00
-4.095098e-01,-1.579859e+00
5.260072e-01,1.374308e+00
7.047289e-01,1.314419e+00
8.227803e-01,1.122155e+00
-7.463277e-01,-1.400238e+00
-7.500401e-01,-1.344716e+00
1.101910e+00,1.241553e+00
-9.121621e-01,-1.263531e+00
-7.049477e-01,-1.351031e+00
-3.345629e-01,-1.709869e+00
-6.155855e-01,-1.678785e+00
-1.958214e+00,-1.441353e-01
-1.966129e+00,-2.168720e-01
-1.982175e+00,-1.915556e-01
-8.991868e-01,-1.334923e+00
-6.737519e-01,-1.321621e+00
1.071255e+00,1.545284e+00
1.034748e+00,1.427530e+00
-1.601370e+00,9.250792e-01
-5.579686e-01,-1.468191e+00
-1.488121e+00,-1.151177e+00
-1.967091e+00,-2.085778e-01
-1.681216e+00,9.528087e-01
-1.654328e+00,1.004943e+00
-1.712305e+00,8.853085e-01
-8.008599e-01,-1.285691e+00
-4.599292e-01,-1.497785e+00
-7.658340e-01,-1.561015e+00
-7.508815e-01,-1.624958e+00
-8.136277e-01,-1.504645e+00
1.132533e+00,1.287815e+00
1.239831e+00,1.414023e+00
-1.982195e+00,-2.374221e-01
-1.907196e+00,-3.973443e-01
-1.704157e+00,9.892254e-01
-6.847533e-01,-1.299208e+00
8.796007e-01,-9.717756e-01
-9.096307e-01,-1.361056e+00
-5.479497e-01,-1.362023e+00
-1.602254e+00,7.051638e-01
-1.540331e+00,6.828051e-01
-1.966343e+00,-3.069111e-01
-1.728590e+00,-3.929824e-01
-1.947468e+00,-3.086829e-01
-1.742820e+00,9.312538e-01
1.072515e+00,-8.830633e-01
